id,relid,year,conflict_name,dyad_name,side_a,side_b,state,lga,latitude,longitude,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_estimate,high_estimate,low_estimate,source_article,source_headline,location_description
255967,CHA-2018-2-5583-58,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.81875,9.24534,2018-04-19,2018-04-19,0,3,0,0,3,3,1,"""Nigeria Watch,2018-04-19,Herdsman Kill 1, Benue"";""Daily Post,2018-04-20,Ameh Comrade Godwin""","Herdsman Kill 1, Benue;Ameh Comrade Godwin","Anyiin, Logo LGA, Benue"
271406,CHA-2018-2-5583-46.2,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.680516,9.132059,2018-04-20,2018-04-21,0,4,0,0,4,4,4,"""All Africa,2018-04-21,Ten Killed As Gunmen Sack Benue Communities Overnight"";""The Guardian,2018-04-22, 20 Killed, many injured, as herdsmen attack Ortom’s village"";""All Africa,2018-04-22,Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed"";""Nigeria Watch,2018-04-21,Herdsmen Attack, Benue""","Ten Killed As Gunmen Sack Benue Communities Overnight; 20 Killed, many injured, as herdsmen attack Ortom’s village;Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed;Herdsmen Attack, Benue","Agenke, Saghev Ward of Guma Local Gvernment Area, Benue State"
271407,CHA-2018-2-5583-46.3,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.583686,9.179771,2018-04-20,2018-04-21,0,4,0,0,4,4,4,"""All Africa,2018-04-21,Ten Killed As Gunmen Sack Benue Communities Overnight"";""The Guardian,2018-04-22, 20 Killed, many injured, as herdsmen attack Ortom’s village"";""All Africa,2018-04-22,Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed"";""Nigeria Watch,2018-04-21,Herdsmen Attack, Benue""","Ten Killed As Gunmen Sack Benue Communities Overnight; 20 Killed, many injured, as herdsmen attack Ortom’s village;Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed;Herdsmen Attack, Benue","Tse-Ginde, Saghev Ward of Guma Local Gvernment Area, Benue State"
271408,CHA-2018-2-5583-46.4,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.731484,8.977781,2018-04-20,2018-04-21,0,3,0,0,3,5,3,"""All Africa,2018-04-21,Ten Killed As Gunmen Sack Benue Communities Overnight"";""The Guardian,2018-04-22, 20 Killed, many injured, as herdsmen attack Ortom’s village"";""All Africa,2018-04-22,Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed"";""Nigeria Watch,2018-04-21,Herdsmen Attack, Benue""","Ten Killed As Gunmen Sack Benue Communities Overnight; 20 Killed, many injured, as herdsmen attack Ortom’s village;Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed;Herdsmen Attack, Benue","Tse-Ikyo, Saghev Ward of Guma Local Gvernment Area, Benue State"
271409,CHA-2018-2-5583-46.5,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.660732,9.153375,2018-04-20,2018-04-21,0,3,0,0,3,5,3,"""All Africa,2018-04-21,Ten Killed As Gunmen Sack Benue Communities Overnight"";""The Guardian,2018-04-22, 20 Killed, many injured, as herdsmen attack Ortom’s village"";""All Africa,2018-04-22,Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed"";""Nigeria Watch,2018-04-21,Herdsmen Attack, Benue""","Ten Killed As Gunmen Sack Benue Communities Overnight; 20 Killed, many injured, as herdsmen attack Ortom’s village;Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed;Herdsmen Attack, Benue","Unzughul in Saghev Ward of Guma Local Gvernment Area, Benue State"
255783,CHA-2018-2-5583-46.1,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-04-20,2018-04-21,0,11,0,0,11,13,11,"""All Africa,2018-04-21,Ten Killed As Gunmen Sack Benue Communities Overnight"";""The Guardian,2018-04-22, 20 Killed, many injured, as herdsmen attack Ortom’s village"";""All Africa,2018-04-22,Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed"";""Nigeria Watch,2018-04-21,Herdsmen Attack, Benue""","Ten Killed As Gunmen Sack Benue Communities Overnight; 20 Killed, many injured, as herdsmen attack Ortom’s village;Fresh Massacre in Benue, Zamfara - 61 Killed, 82 Houses Razed;Herdsmen Attack, Benue","Communities Tse-Abi, Tse-Peviv and Gbenke, in Saghev Ward of Guma Local Gvernment Area, Benue State"
255796,CHA-2018-2-5583-47,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Ukum lga,7.807136,9.476681,2018-04-21,2018-04-21,0,1,0,0,1,1,1,"""All Africa,2018-04-23,Herdsmen Mount Road Block, Kill Unsuspecting Traveller in Benue""","Herdsmen Mount Road Block, Kill Unsuspecting Traveller in Benue","between Iorza and Jootar along Anyiin-Gbeji road, the road block at Jootar on Anyiin-Gbeji road, in Logo local government of Benue State"
255816,CHA-2018-2-5583-48,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer East lga,7.507617,8.443174,2018-04-24,2018-04-24,0,16,0,0,16,19,16,"""BBC Monitoring Africa,2018-04-24,'Herdsmen' reportedly kill two Catholic priests in Nigeria"";""Agence France Presse,2018-04-24,Eighteen killed in Nigerian church by suspected herdsmen"";""BBC Monitoring Africa,2018-04-24,Nigeria police boosts security following attack on church"";""All Africa,2018-04-25,How 2 Priests, 17 Parishioners Were Killed in Benue Church"";""BBC Monitoring Africa,2018-04-25,Catholics blame jihadists for Nigeria church attack"";""All Africa,2018-04-27,Buhari Speaks On Benue Killings, Warns of 'Evil Agenda'  
CR  Premium Times"";""Agence France Presse,2018-04-24,Eighteen killed in Nigerian church by suspected herdsmen"";""Crisis Watch,2018-04-30,Nigeria  APRIL 2018"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4"";""All Africa,2018-05-24,'Buhari Must Wake Up' Bishops Say After Church Attack  
CR  Deutsche Welle"";""All Africa,2018-06-22,Benue Church Attack - the Untold Story of Ukpo, Ayar Mbalom"";""HARVEST OF DEATH. THREE YEARS OF BLOODY CLASHES BETWEEN FARMERS AND HERDERS IN NIGERIA,2018-12-17,4.9 TWO PRIESTS AMONG 16 VILLAGERS KILLED IN BENUE COMMUNITY""","'Herdsmen' reportedly kill two Catholic priests in Nigeria;Eighteen killed in Nigerian church by suspected herdsmen;Nigeria police boosts security following attack on church;How 2 Priests, 17 Parishioners Were Killed in Benue Church;Catholics blame jihadists for Nigeria church attack;Buhari Speaks On Benue Killings, Warns of 'Evil Agenda'  
CR  Premium Times;Eighteen killed in Nigerian church by suspected herdsmen;Nigeria  APRIL 2018;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4;'Buhari Must Wake Up' Bishops Say After Church Attack  
CR  Deutsche Welle;Benue Church Attack - the Untold Story of Ukpo, Ayar Mbalom;4.9 TWO PRIESTS AMONG 16 VILLAGERS KILLED IN BENUE COMMUNITY","Ayar-Mbalom, Gwer East Local Government Area of Benue State, Mabalom community"
255823,CHA-2018-2-5583-111.1,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.981381,8.762348,2018-04-24,2018-04-25,0,15,0,0,15,15,15,"""All Africa,2018-04-26,Again, Herdsmen Launch Coordinated Attacks On Benue Communities, Kill 39"";""Vanguard ,2018-04-25,BREAKING: Again, herdsmen kill 39, sack and raze three communities in Benue ""","Again, Herdsmen Launch Coordinated Attacks On Benue Communities, Kill 39;BREAKING: Again, herdsmen kill 39, sack and raze three communities in Benue",Tse-Umenge
255843,CHA-2018-2-5583-50,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Awe lga,8.27456,9.1849,2018-04-24,2018-04-24,0,7,0,0,7,7,7,"""All Africa,2018-04-26,Again, Suspected Herdsmen Kill Seven Tiv Farmers in Nasarawa"";""The Guardian,2018-04-26, Again, suspected herdsmen kill seven Tiv farmers in Nasarawa""","Again, Suspected Herdsmen Kill Seven Tiv Farmers in Nasarawa; Again, suspected herdsmen kill seven Tiv farmers in Nasarawa",at Ihuman Village in Awe Local Council of Nasarawa State
279882,CHA-2018-2-5583-111.2,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-04-24,2018-04-25,0,24,0,0,24,24,24,"""All Africa,2018-04-26,Again, Herdsmen Launch Coordinated Attacks On Benue Communities, Kill 39"";""Vanguard ,2018-04-25,BREAKING: Again, herdsmen kill 39, sack and raze three communities in Benue ""","Again, Herdsmen Launch Coordinated Attacks On Benue Communities, Kill 39;BREAKING: Again, herdsmen kill 39, sack and raze three communities in Benue","Mbakpase, Saghev council ward and Tse-Ali, Mbawa council ward"
255977,CHA-2018-2-5583-60,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-04-26,2018-04-26,0,7,0,0,7,7,7,"""Nigeria Watch,2018-04-26,Fulani Herdsmen Attack, Benue"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4"";""Scan News,2018-04-26,Again, African Church in Logo LGA Benue state invaded with seven deaths recorded."";""Vanguard ,2018-04-27,On the serial killings in Benue churches  Read more at: https://www.vanguardngr.com/2018/04/serial-killings-benue-churches/""","Fulani Herdsmen Attack, Benue;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4;Again, African Church in Logo LGA Benue state invaded with seven deaths recorded.;On the serial killings in Benue churches  Read more at: https://www.vanguardngr.com/2018/04/serial-killings-benue-churches/","the Africa Church, Mbamondo, Ukemberagya/Tswarev ward of Gaambe-Tiev in Logo local government area of Benue State"
256416,CHA-2018-2-5583-61,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,8.160068,8.591141,2018-05-01,2018-05-02,0,10,0,0,10,10,10,"""BBC Monitoring Africa,2018-05-03,Suspected herders kill six in Nigeria's Benue State"";""All Africa,2018-05-17,220 Nigerians Killed in 2 Weeks - Rights Group"";""Daily Post,2018-05-01,10 killed as herdsmen attack Guma in Benue"";""Nigeria Watch,2018-05-01,Herdsmen Attack, Benue""","Suspected herders kill six in Nigeria's Benue State;220 Nigerians Killed in 2 Weeks - Rights Group;10 killed as herdsmen attack Guma in Benue;Herdsmen Attack, Benue","Tse-Iyortyer/Tse Iortyer, Yelwata in Guma Local Government Area of Benue State"
256665,CHA-2018-2-5583-97,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer East lga,7.572469,8.596875,2018-05-16,2018-05-17,0,0,0,0,0,6,0,"""BBC Monitoring Africa,2018-05-20,Six bodies recovered in Nigeria after 'herdsmen' attack""",Six bodies recovered in Nigeria after 'herdsmen' attack,"near Ikpayongo, Gwer local government area of Benue State"
256657,CHA-2018-2-5583-63,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-05-16,2018-05-16,0,3,0,0,3,3,3,"""All Africa,2018-05-18,3 Slaughtered By Herdsmen, 10 Killed By Bandits in Fresh Kaduna, Benue Attacks"";""All Africa,2018-05-18,Bandits Kill 10 in Birnin Gwari""","3 Slaughtered By Herdsmen, 10 Killed By Bandits in Fresh Kaduna, Benue Attacks;Bandits Kill 10 in Birnin Gwari","communities which included Tse-Mue, Torkaa, Mgbakpa, Torjem and Ifer villages in Logo Local Government Area of Benue State, 
Ukemberagya community, Gaambe-Tiev council ward of Logo local government area"
256658,CHA-2018-2-5583-64,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-05-17,2018-05-17,0,3,0,0,3,3,3,"""BBC Monitoring Africa,2018-05-18,Nigeria herders raid locality day after vice-president visit"";""Nigeria Watch,2018-05-17,[highlight color=11]Fulani[/highlight] Herdsmen Attack, Benue""","Nigeria herders raid locality day after vice-president visit;[highlight color=11]Fulani[/highlight] Herdsmen Attack, Benue","Ukemberagya community, Gaambe-Tiev council ward of Logo Local Government Area"
256860,CHA-2018-2-5583-71,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.81875,9.24534,2018-05-20,2018-05-20,0,5,0,0,5,5,5,"""Nigeria Watch,2018-05-20,Herdsmen Attack, Benue"";""The Punch,2018-05-21,Again, herdsmen kill five in Benue""","Herdsmen Attack, Benue;Again, herdsmen kill five in Benue","Michia settlement in Gaambe-Tiev, a few kilometers from Anyiin town, Logo LGA, Benue state"
256862,CHA-2018-2-5583-72,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.650111,8.377199,2018-05-22,2018-05-22,0,3,0,0,3,3,3,"""Nigeria Watch,2018-05-24,[highlight color=11]Fulani[/highlight] Herdsmen Attack, Benue"";""Vanguarfd,2018-05-24,Three mourners killed by suspected herdsmen on Makurdi-Naka road  Read more at: https://www.vanguardngr.com/2018/05/three-mourners-killed-suspected-herdsmen-makurdi-naka-road/""","[highlight color=11]Fulani[/highlight] Herdsmen Attack, Benue;Three mourners killed by suspected herdsmen on Makurdi-Naka road  Read more at: https://www.vanguardngr.com/2018/05/three-mourners-killed-suspected-herdsmen-makurdi-naka-road/","Naka/Makurdi Road, Gwer West LGA, Benue state, just few kilometers from the heart of Makurdi town"
256864,CHA-2018-2-5583-73,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-05-26,2018-05-26,0,2,0,0,2,2,2,"""Nigeria Watch,2018-05-26,Herdsmen Attack, Benue"";""Vanguard ,2018-05-29,Couple, 5 others killed by herdsmen, fuel tanker explosion in Benue  Read more at: https://www.vanguardngr.com/2018/05/couple-5-others-killed-herdsmen-fuel-tanker-explosion-benue/""","Herdsmen Attack, Benue;Couple, 5 others killed by herdsmen, fuel tanker explosion in Benue  Read more at: https://www.vanguardngr.com/2018/05/couple-5-others-killed-herdsmen-fuel-tanker-explosion-benue/","close to Tse Adendem village, between  Iorza and Anyiin, Logo LGA, Benue"
256865,CHA-2018-2-5583-74,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-05-27,2018-05-27,0,1,0,0,1,1,1,"""Nigeria Watch,2018-05-27,Herdsmen Attack, Benue"";""Vanguard ,2018-05-29,Couple, 5 others killed by herdsmen, fuel tanker explosion in Benue  Read more at: https://www.vanguardngr.com/2018/05/couple-5-others-killed-herdsmen-fuel-tanker-explosion-benue/""","Herdsmen Attack, Benue;Couple, 5 others killed by herdsmen, fuel tanker explosion in Benue  Read more at: https://www.vanguardngr.com/2018/05/couple-5-others-killed-herdsmen-fuel-tanker-explosion-benue/","Tse Shitenger in Uvir council ward of Guma Local Government,  Benue state"
256850,CHA-2018-2-5583-69,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-05-28,2018-05-28,0,0,0,5,5,5,5,"""Crisis Watch,2018-05-31,May 2018 Nigeria""",May 2018 Nigeria,"Guma area, Benue state"
256867,CHA-2018-2-5583-75,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.81875,9.24534,2018-05-31,2018-05-31,0,2,0,0,2,2,2,"""Nigeria Watch,2018-05-31,Herdsmen Attack, Benue"";""Vanguard ,2018-06-01,Herdsmen ambush travelers, kill two, injured others in Benue ""","Herdsmen Attack, Benue;Herdsmen ambush travelers, kill two, injured others in Benue","Close to Mbazar community between Anyiin and Akwana communities, Logo LGA, Benue state"
256749,CHA-2018-2-5583-67,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Kwande lga,6.56975,9.56372,2018-06-03,2018-06-03,0,7,0,0,7,7,7,"""Agence France Presse,2018-06-03,At least 13 killed in two central Nigeria attacks: officials"";""All Africa,2018-06-04,Seven Killed, Six Injured, Houses Burnt in Fresh Benue Attack - Official  
CR  Premium Times"";""All Africa,2018-06-04,16 Feared Dead in Fresh Benue Attacks"";""Crisis Watch,2018-06-30,Nigeria June 2018"";""Nigeria Watch,2018-06-02,IBD014033""","At least 13 killed in two central Nigeria attacks: officials;Seven Killed, Six Injured, Houses Burnt in Fresh Benue Attack - Official  
CR  Premium Times;16 Feared Dead in Fresh Benue Attacks;Nigeria June 2018;IBD014033","Tseadough village/ Tse-Adough, Iyaav district, Kwande local government, Benue state"
258346,CHA-2018-2-5583-78,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,8.160068,8.591141,2018-06-04,2018-06-04,0,2,0,0,2,2,2,"""Agence France Presse,2018-06-07,15 killed in clashes in central Nigeria"";""All Africa,2018-06-07,Coordinated Attacks in Guma, Logo - 15 Mourners, NECO Exams Candidates Killed By Herdsmen""","15 killed in clashes in central Nigeria;Coordinated Attacks in Guma, Logo - 15 Mourners, NECO Exams Candidates Killed By Herdsmen","Mbawa council ward near Yelwata, Benue State"
258338,CHA-2018-2-5583-77,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-06-06,2018-06-06,0,8,0,0,8,10,8,"""Vanguard ,2018-06-07,Coordinated attacks in Guma, Logo: 15 mourners, NECO exams candidates killed by herdsmen "";""Agence France Presse,2018-06-07,15 killed in clashes in central Nigeria"";""All Africa,2018-06-08,Benue, Groups, Others Fault Minister's Call for Halt to Anti-Grazing Laws in States"";""Nigeria Watch,2018-06-06,Herdsmen Attack, Benue""","Coordinated attacks in Guma, Logo: 15 mourners, NECO exams candidates killed by herdsmen ;15 killed in clashes in central Nigeria;Benue, Groups, Others Fault Minister's Call for Halt to Anti-Grazing Laws in States;Herdsmen Attack, Benue","village of Tse Ishav, near Guma, Benue State"
258353,CHA-2018-2-5583-79,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.838852,9.32397,2018-06-06,2018-06-06,0,5,0,0,5,5,5,"""Agence France Presse,2018-06-07,15 killed in clashes in central Nigeria"";""Nigeria Watch,2018-06-06,Herdsmen Attack, Benue""","15 killed in clashes in central Nigeria;Herdsmen Attack, Benue","Tse Igbur village, Logo district"
258373,CHA-2018-2-5583-80,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.89098,8.76118,2018-06-06,2018-06-06,0,7,0,2,9,9,9,"""All Africa,2018-06-08,Benue, Groups, Others Fault Minister's Call for Halt to Anti-Grazing Laws in States""","Benue, Groups, Others Fault Minister's Call for Halt to Anti-Grazing Laws in States",Tse Zongu settlement in Mbagwen Ward
258422,CHA-2018-2-5583-81,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Obi lga,8.34738,8.72769,2018-06-12,2018-06-12,0,1,0,0,1,1,1,"""All Africa,2018-06-13,One Feared Killed, Another Missing in Suspected Herdsmen's Attack in Nasarawa"";""Nigeria Watch,2018-06-12,[highlight color=12]Fulani[/highlight] Herdsmen Attack, Nasarawa""","One Feared Killed, Another Missing in Suspected Herdsmen's Attack in Nasarawa;[highlight color=12]Fulani[/highlight] Herdsmen Attack, Nasarawa","in Gada-Biu village of Obi Local Government Area, Nasarawa"
258769,CHA-2018-2-5583-84,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Keana lga,8.16746,8.76829,2018-06-13,2018-06-13,0,4,0,0,4,4,4,"""Nigeria Watch,2018-06-13,[highlight color=12]Fulani[/highlight] Herdsmen Attack, Nasarawa""","[highlight color=12]Fulani[/highlight] Herdsmen Attack, Nasarawa","Antsa village of Kwarra District, Keana LGA"
258800,CHA-2018-2-5583-86,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-07-05,2018-07-05,0,3,0,0,3,3,3,"""Nigeria Watch,2018-07-05,Herdsmen Attack, Benue""","Herdsmen Attack, Benue","Tse-Tyodugh, Tiza, Tombo Ward, Logo LGA, Benue"
269193,CHA-2018-2-5583-92.2,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2018-10-24,2018-10-26,0,2,0,0,2,2,2,"""Vanguard ,2018-10-26,Again, suspected herdsmen kill three, chase returning IDPs from their homes in Benue""","Again, suspected herdsmen kill three, chase returning IDPs from their homes in Benue",Angela community in Guma local government area of Benue state
269189,CHA-2018-2-5583-92.1,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.9974,8.4467,2018-10-24,2018-10-26,0,1,0,0,1,1,1,"""Vanguard ,2018-10-26,Again, suspected herdsmen kill three, chase returning IDPs from their homes in Benue""","Again, suspected herdsmen kill three, chase returning IDPs from their homes in Benue",at Tse Goom Yogbo and Angela community in Guma local government area of Benue state
274656,CHA-2018-2-5583-95,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-12-21,2018-12-21,0,4,0,0,4,4,4,"""The Nation,2018-12-22,Four farmers killed by suspected herdsmen in Benue"";""Vox Peccavi,2019-01-06,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 22 December 2018"";""Independent,2018-12-23,Herdsmen Attack: Four Feared Dead In Benue""",Four farmers killed by suspected herdsmen in Benue;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 22 December 2018;Herdsmen Attack: Four Feared Dead In Benue,"Tse-Dzungwe, located on the banks of River Benue,  Logo Local Government Area of  Benue State"
274544,CHA-2018-2-5583-94,2018,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2018-12-24,2018-12-25,0,1,0,0,1,1,1,"""All Africa,2018-12-28,Police Confirm Killing of Farmer in Benue State

AU 	
Joseph Wantu"";""Vox Peccavi,2019-01-18,NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 29 December 2018""","Police Confirm Killing of Farmer in Benue State

AU 	
Joseph Wantu;NORTHERN NIGERIA INTERNAL SECURITY SITREP- Week Ending 29 December 2018","UKEMBERAGYA GAAMBE-TIEV Village, LOGO LGA, BENUE State

Anawah settlement in Ukemberagya Gaambe-Tiev, Logo LGA"
277264,CHA-2019-2-5583-1,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.5987,8.0907,2019-01-21,2019-01-21,0,4,0,0,4,4,4,"""Nigeria Watch,2019-01-23,Identifier	IBD015685"";""Punch,2019-01-27,Residents disagree with Ortom on killings"";""US Nigeria Law Group,2019-03-16,RECAPITULATION OF FULANI TERRORISM IN GWER WEST LOCAL GOVERNMENT AREA OF BENUE STATE FROM JANUARY - MARCH, 2019""","Identifier	IBD015685;Residents disagree with Ortom on killings;RECAPITULATION OF FULANI TERRORISM IN GWER WEST LOCAL GOVERNMENT AREA OF BENUE STATE FROM JANUARY - MARCH, 2019","Gwer, Gwer East, benue

Tse Abe, Tongov in Gwer West"
277267,CHA-2019-2-5583-2,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.68922,9.25049,2019-01-23,2019-01-23,0,0,0,0,0,1,0,"""Nigeria Watch,2019-01-23,Identifier	IBD015688"";""Punch,2019-01-27,Residents disagree with Ortom on killings""",Identifier	IBD015688;Residents disagree with Ortom on killings,Logo LGA
277262,CHA-2019-2-5583-0,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2019-01-23,2019-01-23,0,0,0,0,0,3,0,"""Punch,2019-01-27,Residents disagree with Ortom on killings"";""Nigeria Watch,2019-01-23,Identifier	IBD015687""",Residents disagree with Ortom on killings;Identifier	IBD015687,Guma
277335,CHA-2019-2-5583-3,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.716274,8.882735,2019-02-04,2019-02-04,0,2,0,0,2,3,2,"""Nigeria Watch,2019-02-04,Identifier	IBD015755"";""The Sun,2019-02-05,Again, suspected herdsmen attack Benue communities"";""Legit.ng,2019-02-05,Suspected herders kill 3, set houses ablaze in Benue community Read more: https://www.legit.ng/1220163-suspected-herders-kill-3-set-houses-ablaze-benue-community.html""","Identifier	IBD015755;Again, suspected herdsmen attack Benue communities;Suspected herders kill 3, set houses ablaze in Benue community Read more: https://www.legit.ng/1220163-suspected-herders-kill-3-set-houses-ablaze-benue-community.html","Tomatar village and environs, Guma"
279503,NIG-2019-2-12341-0,2019,Agatu - Fulani,Agatu - Fulani,Agatu,Fulani,Benue state,Agatu lga,7.982037,7.833218,2019-02-20,2019-02-20,14,0,0,3,17,17,17,"""All Africa,2019-02-21,Again, Herdsmen Kill 17 People in Benue

AU 	
George Okoh"";""Crisis Watch,2019-02-28,Nigeria  FEBRUARY 2019""","Again, Herdsmen Kill 17 People in Benue

AU 	
George Okoh;Nigeria  FEBRUARY 2019","Ebete, Usha ward in Agatu Local Government Area of Benue State"
282417,CHA-2019-2-5583-5,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2019-03-19,2019-03-19,0,0,0,0,0,10,0,"""Vanguard ,2019-03-20,10 feared dead in fresh herdsmen attack on Guma LGA of Benue"";""All Africa,2019-03-21,10 Feared Dead in Fresh Benue Attack"";""Nigeria Watch,2019-03-19,IBD016067""",10 feared dead in fresh herdsmen attack on Guma LGA of Benue;10 Feared Dead in Fresh Benue Attack;IBD016067,"on Tse Ioreleegeb, Babai council ward of Guma local government area of Benue state"
282585,CHA-2019-2-5583-7,2019,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Logo lga,7.772936,9.130232,2019-03-28,2019-03-29,0,4,0,0,4,4,4,"""The Nation,2019-03-29,Suspected herdsmen kill four farmers in Benue community"";""Nigeria Watch,2019-01-29,IBD016129""",Suspected herdsmen kill four farmers in Benue community;IBD016129,"in Ayilamo, Tombo ward, Logo local government area in Benue state"
287344,CHA-2019-2-14009-0.1,2019,Fulani - Jukun,Fulani - Jukun,Fulani,Jukun,Taraba state,Jalingo lga,8.90904,11.39312,2019-05-01,2019-05-31,0,0,0,0,0,20,0,"""Business Day (Nigeria) via Pressreader,2019-06-02,Fulani herdsmen killed 51 of our people - Fr. Kamai""",Fulani herdsmen killed 51 of our people - Fr. Kamai,Jalingo and Ardo-kola LGAS
287898,CHA-2019-2-14009-0.2,2019,Fulani - Jukun,Fulani - Jukun,Fulani,Jukun,Taraba state,Ardo-Kola lga,8.80359,11.16707,2019-05-01,2019-05-31,0,0,0,0,0,20,0,"""Business Day (Nigeria) via Pressreader,2019-06-02,Fulani herdsmen killed 51 of our people - Fr. Kamai""",Fulani herdsmen killed 51 of our people - Fr. Kamai,Jalingo and Ardo-kola LGAS
